"Name","Sex","Age","Country","Year","Event","Medal","Population","GDP_per_Capita","Density","HappinessRank","HappinessScore","total_medal_amount"
"Ivar Eugen Ballangrud (Eriksen-)","M",23,"NOR",1928,"Speed Skating Men's 5,000 metres","Gold",5195921,74400.36978,15,2,7.594,443
"Ivar Eugen Ballangrud (Eriksen-)","M",27,"NOR",1932,"Speed Skating Men's 10,000 metres","Silver",5195921,74400.36978,15,2,7.594,443
"Ivar Eugen Ballangrud (Eriksen-)","M",31,"NOR",1936,"Speed Skating Men's 500 metres","Gold",5195921,74400.36978,15,2,7.594,443
"Ivar Eugen Ballangrud (Eriksen-)","M",31,"NOR",1936,"Speed Skating Men's 1,500 metres","Silver",5195921,74400.36978,15,2,7.594,443
"Ivar Eugen Ballangrud (Eriksen-)","M",31,"NOR",1936,"Speed Skating Men's 5,000 metres","Gold",5195921,74400.36978,15,2,7.594,443
"Ivar Eugen Ballangrud (Eriksen-)","M",31,"NOR",1936,"Speed Skating Men's 10,000 metres","Gold",5195921,74400.36978,15,2,7.594,443
"Hans Bnninger","M",23,"SUI",1948,"Ice Hockey Men's Ice Hockey","Bronze",8286976,80945.07922,219,5,7.487,275
"Nataliya Ivanovna Baranova (Masolkina-)","F",30,"RUS",2006,"Cross Country Skiing Women's 4 x 5 kilometres Relay","Gold",144096812,9092.580536,9,59,5.81,260
"Anders Bardal","M",27,"NOR",2010,"Ski Jumping Men's Large Hill, Team","Bronze",5195921,74400.36978,15,2,7.594,443
"Anders Bardal","M",31,"NOR",2014,"Ski Jumping Men's Normal Hill, Individual","Bronze",5195921,74400.36978,15,2,7.594,443
"Aleksander Barkov","M",18,"FIN",2014,"Ice Hockey Men's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Thomas Patrick ""Tom"" Barrasso","M",36,"USA",2002,"Ice Hockey Men's Ice Hockey","Silver",321418820,56115.71843,36,18,6.886,635
"Corinne ""Cori"" Bartel (-Morris)","F",38,"CAN",2010,"Curling Women's Curling","Silver",35851774,43248.52991,4,7,7.328,611
"Wolfgang Bartels","M",23,"GER",1964,"Alpine Skiing Men's Downhill","Bronze",81413145,41313.31399,240,15,6.965,386
"Kenneth Eldred ""Ken"" Bartholomew (Bartholomay-)","M",27,"USA",1948,"Speed Skating Men's 500 metres","Silver",321418820,56115.71843,36,18,6.886,635
"Donald Brian ""Don"" Bartlett","M",41,"CAN",2002,"Curling Men's Curling","Silver",35851774,43248.52991,4,7,7.328,611
"Randall Earl ""Randy"" Bartz","M",25,"USA",1994,"Short Track Speed Skating Men's 5,000 metres Relay","Silver",321418820,56115.71843,36,18,6.886,635
"Varvara Borisovna Barysheva","F",28,"RUS",2006,"Speed Skating Women's Team Pursuit (6 laps)","Bronze",144096812,9092.580536,9,59,5.81,260
"Guillaume Bastille","M",24,"CAN",2010,"Short Track Speed Skating Men's 5,000 metres Relay","Gold",35851774,43248.52991,4,7,7.328,611
"Viola Bauer","F",25,"GER",2002,"Cross Country Skiing Women's 5/5 kilometres Pursuit","Bronze",81413145,41313.31399,240,15,6.965,386
"Viola Bauer","F",25,"GER",2002,"Cross Country Skiing Women's 4 x 5 kilometres Relay","Gold",81413145,41313.31399,240,15,6.965,386
"Viola Bauer","F",29,"GER",2006,"Cross Country Skiing Women's 4 x 5 kilometres Relay","Silver",81413145,41313.31399,240,15,6.965,386
"Alex Baumann","M",28,"SUI",2014,"Bobsleigh Men's Two","Silver",8286976,80945.07922,219,5,7.487,275
"Hans-Jrgen Bumler","M",18,"GER",1960,"Figure Skating Mixed Pairs","Silver",81413145,41313.31399,240,15,6.965,386
"Hans-Jrgen Bumler","M",21,"GER",1964,"Figure Skating Mixed Pairs","Silver",81413145,41313.31399,240,15,6.965,386
"Allison Baver","F",29,"USA",2010,"Short Track Speed Skating Women's 3,000 metres Relay","Bronze",321418820,56115.71843,36,18,6.886,635
"Svetlana Valeryevna Bazhanova","F",21,"RUS",1994,"Speed Skating Women's 3,000 metres","Gold",144096812,9092.580536,9,59,5.81,260
"Kelly Bchard","F",24,"CAN",2002,"Ice Hockey Women's Ice Hockey","Gold",35851774,43248.52991,4,7,7.328,611
"Hans Arnold Beck","M",20,"NOR",1932,"Ski Jumping Men's Normal Hill, Individual","Silver",5195921,74400.36978,15,2,7.594,443
"Stephanie Beckert","F",21,"GER",2010,"Speed Skating Women's 3,000 metres","Silver",81413145,41313.31399,240,15,6.965,386
"Stephanie Beckert","F",21,"GER",2010,"Speed Skating Women's 5,000 metres","Silver",81413145,41313.31399,240,15,6.965,386
"Stephanie Beckert","F",21,"GER",2010,"Speed Skating Women's Team Pursuit (6 laps)","Gold",81413145,41313.31399,240,15,6.965,386
"ric Bdard","M",21,"CAN",1998,"Short Track Speed Skating Men's 1,000 metres","Bronze",35851774,43248.52991,4,7,7.328,611
"ric Bdard","M",21,"CAN",1998,"Short Track Speed Skating Men's 5,000 metres Relay","Gold",35851774,43248.52991,4,7,7.328,611
"ric Bdard","M",25,"CAN",2002,"Short Track Speed Skating Men's 5,000 metres Relay","Gold",35851774,43248.52991,4,7,7.328,611
"ric Bdard","M",29,"CAN",2006,"Short Track Speed Skating Men's 5,000 metres Relay","Silver",35851774,43248.52991,4,7,7.328,611
"Myriam Bdard","F",22,"CAN",1992,"Biathlon Women's 15 kilometres","Bronze",35851774,43248.52991,4,7,7.328,611
"Myriam Bdard","F",24,"CAN",1994,"Biathlon Women's 7.5 kilometres Sprint","Gold",35851774,43248.52991,4,7,7.328,611
"Myriam Bdard","F",24,"CAN",1994,"Biathlon Women's 15 kilometres","Gold",35851774,43248.52991,4,7,7.328,611
"Binia Beeli (-Feltscher)","F",27,"SUI",2006,"Curling Women's Curling","Silver",8286976,80945.07922,219,5,7.487,275
"Joseph Beerli","M",34,"SUI",1936,"Bobsleigh Men's Two","Silver",8286976,80945.07922,219,5,7.487,275
"Joseph Beerli","M",34,"SUI",1936,"Bobsleigh Men's Four","Gold",8286976,80945.07922,219,5,7.487,275
"Petra Behle-Schaaf","F",23,"GER",1992,"Biathlon Women's 3 x 7.5 kilometres Relay","Silver",81413145,41313.31399,240,15,6.965,386
"Petra Behle-Schaaf","F",25,"GER",1994,"Biathlon Women's 4 x 7.5 kilometres Relay","Silver",81413145,41313.31399,240,15,6.965,386
"Petra Behle-Schaaf","F",29,"GER",1998,"Biathlon Women's 4 x 7.5 kilometres Relay","Gold",81413145,41313.31399,240,15,6.965,386
"Jan Behrendt","M",24,"GER",1992,"Luge Mixed (Men)'s Doubles","Gold",81413145,41313.31399,240,15,6.965,386
"Jan Behrendt","M",26,"GER",1994,"Luge Mixed (Men)'s Doubles","Bronze",81413145,41313.31399,240,15,6.965,386
"Jan Behrendt","M",30,"GER",1998,"Luge Mixed (Men)'s Doubles","Gold",81413145,41313.31399,240,15,6.965,386
"Tanith Jessica Louise Belbin","F",21,"USA",2006,"Figure Skating Mixed Ice Dancing","Silver",321418820,56115.71843,36,18,6.886,635
"Kacey Lee Bellamy","F",22,"USA",2010,"Ice Hockey Women's Ice Hockey","Silver",321418820,56115.71843,36,18,6.886,635
"Kacey Lee Bellamy","F",26,"USA",2014,"Ice Hockey Women's Ice Hockey","Silver",321418820,56115.71843,36,18,6.886,635
"Stefania Belmondo","F",23,"ITA",1992,"Cross Country Skiing Women's 30 kilometres","Gold",60802085,29957.80432,206,47,6,191
"Stefania Belmondo","F",23,"ITA",1992,"Cross Country Skiing Women's 5/10 kilometres Pursuit","Silver",60802085,29957.80432,206,47,6,191
"Stefania Belmondo","F",23,"ITA",1992,"Cross Country Skiing Women's 4 x 5 kilometres Relay","Bronze",60802085,29957.80432,206,47,6,191
"Stefania Belmondo","F",25,"ITA",1994,"Cross Country Skiing Women's 5/10 kilometres Pursuit","Bronze",60802085,29957.80432,206,47,6,191
"Stefania Belmondo","F",25,"ITA",1994,"Cross Country Skiing Women's 4 x 5 kilometres Relay","Bronze",60802085,29957.80432,206,47,6,191
"Stefania Belmondo","F",29,"ITA",1998,"Cross Country Skiing Women's 30 kilometres","Silver",60802085,29957.80432,206,47,6,191
"Stefania Belmondo","F",29,"ITA",1998,"Cross Country Skiing Women's 4 x 5 kilometres Relay","Bronze",60802085,29957.80432,206,47,6,191
"Stefania Belmondo","F",33,"ITA",2002,"Cross Country Skiing Women's 10 kilometres","Bronze",60802085,29957.80432,206,47,6,191
"Stefania Belmondo","F",33,"ITA",2002,"Cross Country Skiing Women's 15 kilometres","Gold",60802085,29957.80432,206,47,6,191
"Stefania Belmondo","F",33,"ITA",2002,"Cross Country Skiing Women's 30 kilometres","Silver",60802085,29957.80432,206,47,6,191
"Stanley Delong ""Stan"" Benham","M",38,"USA",1952,"Bobsleigh Men's Two","Silver",321418820,56115.71843,36,18,6.886,635
"Stanley Delong ""Stan"" Benham","M",38,"USA",1952,"Bobsleigh Men's Four","Silver",321418820,56115.71843,36,18,6.886,635
"James Randolph ""Jamie"" Benn","M",24,"CAN",2014,"Ice Hockey Men's Ice Hockey","Gold",35851774,43248.52991,4,7,7.328,611
"Maurice ""Moe"" Benoit","M",26,"CAN",1960,"Ice Hockey Men's Ice Hockey","Silver",35851774,43248.52991,4,7,7.328,611
"John Peale ""Johnny"" Bent","M",23,"USA",1932,"Ice Hockey Men's Ice Hockey","Silver",321418820,56115.71843,36,18,6.886,635
"Laura Benz","F",21,"SUI",2014,"Ice Hockey Women's Ice Hockey","Bronze",8286976,80945.07922,219,5,7.487,275
"Sara Benz","F",21,"SUI",2014,"Ice Hockey Women's Ice Hockey","Bronze",8286976,80945.07922,219,5,7.487,275
"Josef ""Sepp"" Benz","M",31,"SUI",1976,"Bobsleigh Men's Two","Bronze",8286976,80945.07922,219,5,7.487,275
"Josef ""Sepp"" Benz","M",31,"SUI",1976,"Bobsleigh Men's Four","Silver",8286976,80945.07922,219,5,7.487,275
"Josef ""Sepp"" Benz","M",35,"SUI",1980,"Bobsleigh Men's Two","Gold",8286976,80945.07922,219,5,7.487,275
"Josef ""Sepp"" Benz","M",35,"SUI",1980,"Bobsleigh Men's Four","Silver",8286976,80945.07922,219,5,7.487,275
"Yelena Viktorovna Berezhnaya","F",20,"RUS",1998,"Figure Skating Mixed Pairs","Silver",144096812,9092.580536,9,59,5.81,260
"Yelena Viktorovna Berezhnaya","F",24,"RUS",2002,"Figure Skating Mixed Pairs","Gold",144096812,9092.580536,9,59,5.81,260
"Aki-Petteri Arvid ""Aki"" Berg","M",20,"FIN",1998,"Ice Hockey Men's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Aki-Petteri Arvid ""Aki"" Berg","M",28,"FIN",2006,"Ice Hockey Men's Ice Hockey","Silver",5482013,42311.03623,18,1,7.632,426
"Guttorm Berge","M",22,"NOR",1952,"Alpine Skiing Men's Slalom","Bronze",5195921,74400.36978,15,2,7.594,443
"Alfred Berger","M",29,"AUT",1924,"Figure Skating Mixed Pairs","Gold",8611088,43774.98517,109,12,7.139,280
"John Filip Berger","M",26,"SWE",1936,"Cross Country Skiing Men's 4 x 10 kilometres Relay","Bronze",9798871,50579.67365,25,9,7.314,428
"Lars Berger","M",30,"NOR",2010,"Cross Country Skiing Men's 4 x 10 kilometres Relay","Silver",5195921,74400.36978,15,2,7.594,443
"Tora Berger (-Tveldal)","F",28,"NOR",2010,"Biathlon Women's 15 kilometres","Gold",5195921,74400.36978,15,2,7.594,443
"Tora Berger (-Tveldal)","F",32,"NOR",2014,"Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay","Gold",5195921,74400.36978,15,2,7.594,443
"Tora Berger (-Tveldal)","F",32,"NOR",2014,"Biathlon Women's 10 kilometres Pursuit","Silver",5195921,74400.36978,15,2,7.594,443
"Tora Berger (-Tveldal)","F",32,"NOR",2014,"Biathlon Women's 4 x 6 kilometres Relay","Bronze",5195921,74400.36978,15,2,7.594,443
"Patrice Bergeron-Cleary","M",24,"CAN",2010,"Ice Hockey Men's Ice Hockey","Gold",35851774,43248.52991,4,7,7.328,611
"Patrice Bergeron-Cleary","M",28,"CAN",2014,"Ice Hockey Men's Ice Hockey","Gold",35851774,43248.52991,4,7,7.328,611
"Emelie Anna Berggren","F",19,"SWE",2002,"Ice Hockey Women's Ice Hockey","Bronze",9798871,50579.67365,25,9,7.314,428
"Bo Abel Berglund","M",24,"SWE",1980,"Ice Hockey Men's Ice Hockey","Bronze",9798871,50579.67365,25,9,7.314,428
"Bo Abel Berglund","M",32,"SWE",1988,"Ice Hockey Men's Ice Hockey","Bronze",9798871,50579.67365,25,9,7.314,428
"Ralph Douglas Charles Berglund","M",29,"SWE",1994,"Ice Hockey Men's Ice Hockey","Gold",9798871,50579.67365,25,9,7.314,428
"Anders Patrik Berglund","M",25,"SWE",2014,"Ice Hockey Men's Ice Hockey","Silver",9798871,50579.67365,25,9,7.314,428
"Emil Bergman","M",19,"SWE",1928,"Ice Hockey Men's Ice Hockey","Silver",9798871,50579.67365,25,9,7.314,428
"Arnfinn Bergmann","M",23,"NOR",1952,"Ski Jumping Men's Normal Hill, Individual","Gold",5195921,74400.36978,15,2,7.594,443
"Eric Bergoust","M",28,"USA",1998,"Freestyle Skiing Men's Aerials","Gold",321418820,56115.71843,36,18,6.886,635
"Pr Jonas Bergqvist","M",25,"SWE",1988,"Ice Hockey Men's Ice Hockey","Bronze",9798871,50579.67365,25,9,7.314,428
"Pr Jonas Bergqvist","M",31,"SWE",1994,"Ice Hockey Men's Ice Hockey","Gold",9798871,50579.67365,25,9,7.314,428
"Margit Anna Kristina Bergstrand","F",38,"SWE",2002,"Ice Hockey Women's Ice Hockey","Bronze",9798871,50579.67365,25,9,7.314,428
"Cheryl Bernard (Kullman-)","F",43,"CAN",2010,"Curling Women's Curling","Silver",35851774,43248.52991,4,7,7.328,611
"Hedda Helene Berntsen","F",33,"NOR",2010,"Freestyle Skiing Women's Ski Cross","Silver",5195921,74400.36978,15,2,7.594,443
"Christina Bertrup","F",37,"SWE",2014,"Curling Women's Curling","Silver",9798871,50579.67365,25,9,7.314,428
"Aleksandr Andreyevich Bessmertnykh","M",27,"RUS",2014,"Cross Country Skiing Men's 4 x 10 kilometres Relay","Silver",144096812,9092.580536,9,59,5.81,260
"Janice ""Jan"" Betker","F",37,"CAN",1998,"Curling Women's Curling","Gold",35851774,43248.52991,4,7,7.328,611
"Nino Bibbia","M",25,"ITA",1948,"Skeleton Men's Skeleton","Gold",60802085,29957.80432,206,47,6,191
"James John ""Jim"" Bickford, Jr.","M",35,"USA",1948,"Bobsleigh Men's Four","Bronze",321418820,56115.71843,36,18,6.886,635
"Laurence Bidaud (-Gradwohl)","F",33,"SUI",2002,"Curling Women's Curling","Silver",8286976,80945.07922,219,5,7.487,275
"Heidi Biebl (-Schmid, -Prelevi)","F",19,"GER",1960,"Alpine Skiing Women's Downhill","Gold",81413145,41313.31399,240,15,6.965,386
"Christoph Bieler","M",24,"AUT",2002,"Nordic Combined Men's Team","Bronze",8611088,43774.98517,109,12,7.139,280
"Christoph Bieler","M",28,"AUT",2006,"Nordic Combined Men's Team","Gold",8611088,43774.98517,109,12,7.139,280
"Christoph Bieler","M",36,"AUT",2014,"Nordic Combined Men's Team","Bronze",8611088,43774.98517,109,12,7.139,280
"Alfred ""Fredy"" Bieler","M",24,"SUI",1948,"Ice Hockey Men's Ice Hockey","Bronze",8286976,80945.07922,219,5,7.487,275
"Alexandre ""Alex"" Bilodeau","M",22,"CAN",2010,"Freestyle Skiing Men's Moguls","Gold",35851774,43248.52991,4,7,7.328,611
"Alexandre ""Alex"" Bilodeau","M",26,"CAN",2014,"Freestyle Skiing Men's Moguls","Gold",35851774,43248.52991,4,7,7.328,611
"David Bissett","M",30,"CAN",2010,"Bobsleigh Men's Four","Bronze",35851774,43248.52991,4,7,7.328,611
"Reuben Eugene ""Rube"" Bjorkman","M",22,"USA",1952,"Ice Hockey Men's Ice Hockey","Silver",321418820,56115.71843,36,18,6.886,635
"Lars Gunnar Raldo Bjrn","M",20,"SWE",1952,"Ice Hockey Men's Ice Hockey","Bronze",9798871,50579.67365,25,9,7.314,428
"Marit Bjrgen","F",21,"NOR",2002,"Cross Country Skiing Women's 4 x 5 kilometres Relay","Silver",5195921,74400.36978,15,2,7.594,443
"Marit Bjrgen","F",25,"NOR",2006,"Cross Country Skiing Women's 10 kilometres","Silver",5195921,74400.36978,15,2,7.594,443
"Marit Bjrgen","F",29,"NOR",2010,"Cross Country Skiing Women's Sprint","Gold",5195921,74400.36978,15,2,7.594,443
"Marit Bjrgen","F",29,"NOR",2010,"Cross Country Skiing Women's 10 kilometres","Bronze",5195921,74400.36978,15,2,7.594,443
"Marit Bjrgen","F",29,"NOR",2010,"Cross Country Skiing Women's 30 kilometres","Silver",5195921,74400.36978,15,2,7.594,443
"Marit Bjrgen","F",29,"NOR",2010,"Cross Country Skiing Women's 15 km Skiathlon","Gold",5195921,74400.36978,15,2,7.594,443
"Marit Bjrgen","F",29,"NOR",2010,"Cross Country Skiing Women's 4 x 5 kilometres Relay","Gold",5195921,74400.36978,15,2,7.594,443
"Marit Bjrgen","F",33,"NOR",2014,"Cross Country Skiing Women's 30 kilometres","Gold",5195921,74400.36978,15,2,7.594,443
"Marit Bjrgen","F",33,"NOR",2014,"Cross Country Skiing Women's 15 km Skiathlon","Gold",5195921,74400.36978,15,2,7.594,443
"Marit Bjrgen","F",33,"NOR",2014,"Cross Country Skiing Women's Team Sprint","Gold",5195921,74400.36978,15,2,7.594,443
"Dag Bjrndalen","M",27,"NOR",1998,"Biathlon Men's 4 x 7.5 kilometres Relay","Silver",5195921,74400.36978,15,2,7.594,443
"Ole Einar Bjrndalen","M",24,"NOR",1998,"Biathlon Men's 10 kilometres Sprint","Gold",5195921,74400.36978,15,2,7.594,443
"Ole Einar Bjrndalen","M",24,"NOR",1998,"Biathlon Men's 4 x 7.5 kilometres Relay","Silver",5195921,74400.36978,15,2,7.594,443
"Ole Einar Bjrndalen","M",28,"NOR",2002,"Biathlon Men's 10 kilometres Sprint","Gold",5195921,74400.36978,15,2,7.594,443
"Ole Einar Bjrndalen","M",28,"NOR",2002,"Biathlon Men's 12.5 kilometres Pursuit","Gold",5195921,74400.36978,15,2,7.594,443
"Ole Einar Bjrndalen","M",28,"NOR",2002,"Biathlon Men's 20 kilometres","Gold",5195921,74400.36978,15,2,7.594,443
"Ole Einar Bjrndalen","M",28,"NOR",2002,"Biathlon Men's 4 x 7.5 kilometres Relay","Gold",5195921,74400.36978,15,2,7.594,443
"Ole Einar Bjrndalen","M",32,"NOR",2006,"Biathlon Men's 12.5 kilometres Pursuit","Silver",5195921,74400.36978,15,2,7.594,443
"Ole Einar Bjrndalen","M",32,"NOR",2006,"Biathlon Men's 15 kilometres Mass Start","Bronze",5195921,74400.36978,15,2,7.594,443
"Ole Einar Bjrndalen","M",32,"NOR",2006,"Biathlon Men's 20 kilometres","Silver",5195921,74400.36978,15,2,7.594,443
"Ole Einar Bjrndalen","M",36,"NOR",2010,"Biathlon Men's 20 kilometres","Silver",5195921,74400.36978,15,2,7.594,443
"Ole Einar Bjrndalen","M",36,"NOR",2010,"Biathlon Men's 4 x 7.5 kilometres Relay","Gold",5195921,74400.36978,15,2,7.594,443
"Ole Einar Bjrndalen","M",40,"NOR",2014,"Biathlon Men's 10 kilometres Sprint","Gold",5195921,74400.36978,15,2,7.594,443
"Ole Einar Bjrndalen","M",40,"NOR",2014,"Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay","Gold",5195921,74400.36978,15,2,7.594,443
"Frdric Blackburn","M",19,"CAN",1992,"Short Track Speed Skating Men's 1,000 metres","Silver",35851774,43248.52991,4,7,7.328,611
"Frdric Blackburn","M",19,"CAN",1992,"Short Track Speed Skating Men's 5,000 metres Relay","Silver",35851774,43248.52991,4,7,7.328,611
"Alana Olga Blahoski","F",23,"USA",1998,"Ice Hockey Women's Ice Hockey","Gold",321418820,56115.71843,36,18,6.886,635
"Bonnie Kathleen Blair (-Cruikshank)","F",23,"USA",1988,"Speed Skating Women's 500 metres","Gold",321418820,56115.71843,36,18,6.886,635
"Bonnie Kathleen Blair (-Cruikshank)","F",23,"USA",1988,"Speed Skating Women's 1,000 metres","Bronze",321418820,56115.71843,36,18,6.886,635
"Bonnie Kathleen Blair (-Cruikshank)","F",27,"USA",1992,"Speed Skating Women's 500 metres","Gold",321418820,56115.71843,36,18,6.886,635
"Bonnie Kathleen Blair (-Cruikshank)","F",27,"USA",1992,"Speed Skating Women's 1,000 metres","Gold",321418820,56115.71843,36,18,6.886,635
"Bonnie Kathleen Blair (-Cruikshank)","F",29,"USA",1994,"Speed Skating Women's 500 metres","Gold",321418820,56115.71843,36,18,6.886,635
"Bonnie Kathleen Blair (-Cruikshank)","F",29,"USA",1994,"Speed Skating Women's 1,000 metres","Gold",321418820,56115.71843,36,18,6.886,635
"Robert Bowlby ""Rob"" Blake","M",32,"CAN",2002,"Ice Hockey Men's Ice Hockey","Gold",35851774,43248.52991,4,7,7.328,611
"Gretchen Bleiler","F",24,"USA",2006,"Snowboarding Women's Halfpipe","Silver",321418820,56115.71843,36,18,6.886,635
"Gert Arne Blom","M",29,"SWE",1964,"Ice Hockey Men's Ice Hockey","Silver",9798871,50579.67365,25,9,7.314,428
"Gte Paulus Blomqvist","M",24,"SWE",1952,"Ice Hockey Men's Ice Hockey","Bronze",9798871,50579.67365,25,9,7.314,428
"Timo Pauli Blomqvist","M",27,"FIN",1988,"Ice Hockey Men's Ice Hockey","Silver",5482013,42311.03623,18,1,7.632,426
"Yekaterina Aleksandrovna Bobrova","F",23,"RUS",2014,"Figure Skating Mixed Team","Gold",144096812,9092.580536,9,59,5.81,260
"Fernande Bochatay (-Frank)","F",22,"SUI",1968,"Alpine Skiing Women's Giant Slalom","Bronze",8286976,80945.07922,219,5,7.487,275
"Wilhelm Richard ""Willy"" Bckl","M",30,"AUT",1924,"Figure Skating Men's Singles","Silver",8611088,43774.98517,109,12,7.139,280
"Wilhelm Richard ""Willy"" Bckl","M",35,"AUT",1928,"Figure Skating Men's Singles","Silver",8611088,43774.98517,109,12,7.139,280
"Jens Boden","M",23,"GER",2002,"Speed Skating Men's 5,000 metres","Bronze",81413145,41313.31399,240,15,6.965,386
"Anna Ivanovna Bogaly-Titovets","F",26,"RUS",2006,"Biathlon Women's 4 x 6 kilometres Relay","Gold",144096812,9092.580536,9,59,5.81,260
"Anna Ivanovna Bogaly-Titovets","F",30,"RUS",2010,"Biathlon Women's 4 x 6 kilometres Relay","Gold",144096812,9092.580536,9,59,5.81,260
"Stefanie Bhler","F",24,"GER",2006,"Cross Country Skiing Women's 4 x 5 kilometres Relay","Silver",81413145,41313.31399,240,15,6.965,386
"Stefanie Bhler","F",32,"GER",2014,"Cross Country Skiing Women's 4 x 5 kilometres Relay","Bronze",81413145,41313.31399,240,15,6.965,386
"Daniel Bhm","M",27,"GER",2014,"Biathlon Men's 4 x 7.5 kilometres Relay","Silver",81413145,41313.31399,240,15,6.965,386
"Brian Anthony Boitano","M",24,"USA",1988,"Figure Skating Men's Singles","Gold",321418820,56115.71843,36,18,6.886,635
"Heinrich ""Hanggi"" Boller","M",26,"SUI",1948,"Ice Hockey Men's Ice Hockey","Bronze",8286976,80945.07922,219,5,7.487,275
"Romano Bonagura","M",33,"ITA",1964,"Bobsleigh Men's Two","Silver",60802085,29957.80432,206,47,6,191
"Tessa Bonhomme","F",24,"CAN",2010,"Ice Hockey Women's Ice Hockey","Gold",35851774,43248.52991,4,7,7.328,611
"Gianni Bonichon","M",27,"ITA",1972,"Bobsleigh Men's Four","Silver",60802085,29957.80432,206,47,6,191
"Narve Nilsen Bonna","M",23,"NOR",1924,"Ski Jumping Men's Normal Hill, Individual","Silver",5195921,74400.36978,15,2,7.594,443
"Klaus-Michael Bonsack","M",22,"GER",1964,"Luge Men's Singles","Silver",81413145,41313.31399,240,15,6.965,386
